id,Age,Gender,Sleep_Start,Sleep_End,Sleep_Duration,Sleep_Quality,Exercise_Time,Caffeine_Intake,Screen_Time_Before_Bed,Work_Hours,Productivity_Score,Mood_Score,Stress_Level
,18.0,Female,21.5,4.34,6.84,5.0,18.0,196.0,117.0,4.98643364470435,7.0,3.0,7.0
4240.0,24.0,Male,20.57,2.37,5.81,2.0,42.0,30.0,79.0,10.541591511565962,5.0,1.0,3.0
5778.0,59.0,Male,22.05,3.37,5.32,8.0,76.0,100.0,95.0,11.319557030780087,8.0,1.0,9.0
,30.0,Female,22.95,7.09,8.14,3.0,29.0,69.0,70.0,4.510508723243733,5.0,6.0,3.0
7350.0,58.0,Female,21.22,5.61,8.4,10.0,25.0,17.0,3.0,6.084185579566,7.0,5.0,6.0
,34.0,Other,22.12,3.12,5.0,1.0,89.0,4.0,131.0,7.700650279210943,8.0,8.0,3.0
9556.0,50.0,Male,23.33,8.59,9.26,5.0,20.0,210.0,159.0,10.79290133163726,2.0,8.0,5.0
7276.0,22.0,Female,20.67,5.32,8.65,10.0,0.0,97.0,25.0,8.187987074308339,6.0,4.0,3.0
8160.0,35.0,Other,21.42,6.22,8.8,9.0,42.0,190.0,65.0,11.1249346501345,8.0,3.0,5.0
1675.0,36.0,Female,22.67,7.43,8.76,4.0,66.0,48.0,58.0,5.437239922468149,7.0,7.0,7.0
8738.0,31.0,Female,22.78,7.8,9.02,1.0,23.0,28.0,134.0,7.615112939945005,9.0,4.0,7.0
6361.0,47.0,Male,21.67,2.66,4.99,8.0,55.0,157.0,67.0,8.936643644703768,10.0,7.0,1.0
7858.0,21.0,Other,20.87,5.62,8.75,5.0,17.0,272.0,106.0,9.766587916532805,8.0,8.0,8.0
2750.0,19.0,Male,22.33,4.11,5.77,5.0,37.0,166.0,59.0,11.658284871728206,7.0,7.0,1.0
6826.0,20.0,Male,20.5,1.76,5.26,3.0,8.0,261.0,133.0,8.502880059878187,3.0,9.0,7.0
1391.0,40.0,Male,23.78,4.33,4.55,1.0,86.0,56.0,132.0,5.984864685558417,7.0,5.0,10.0
2255.0,58.0,Female,23.02,3.86,4.85,1.0,16.0,256.0,93.0,6.453133581385486,9.0,6.0,4.0
9845.0,27.0,Female,21.27,5.89,8.62,2.0,34.0,57.0,114.0,9.163716369696129,5.0,8.0,6.0
2096.0,43.0,Male,20.18,0.84,4.65,1.0,67.0,196.0,38.0,8.34010319231052,3.0,1.0,3.0
4793.0,38.0,Female,20.42,3.34,6.93,3.0,0.0,202.0,79.0,10.278701060729556,9.0,1.0,1.0
5319.0,20.0,Other,23.68,4.77,5.09,5.0,11.0,205.0,63.0,4.083193510305517,9.0,7.0,7.0
6535.0,25.0,Other,20.82,5.24,8.42,3.0,26.0,33.0,25.0,11.851424643840772,8.0,3.0,6.0
6998.0,25.0,Female,22.3,5.69,7.39,2.0,66.0,219.0,14.0,10.245347066444676,8.0,2.0,6.0
2958.0,34.0,Female,23.45,8.94,9.49,3.0,45.0,133.0,15.0,10.634579119966858,7.0,9.0,4.0
3407.0,57.0,Female,23.08,5.13,6.05,10.0,13.0,77.0,172.0,8.3640210110946,6.0,7.0,4.0
2647.0,23.0,Male,23.2,8.52,9.32,4.0,57.0,116.0,53.0,6.424602934668941,7.0,4.0,5.0
1059.0,59.0,Other,20.18,1.83,5.65,7.0,3.0,102.0,175.0,11.13985634849989,7.0,8.0,3.0
4973.0,46.0,Female,22.98,6.21,7.23,6.0,3.0,185.0,115.0,9.745734627926584,10.0,7.0,2.0
4777.0,58.0,Male,22.02,3.94,5.93,8.0,51.0,176.0,28.0,7.72209833607007,6.0,2.0,2.0
8959.0,51.0,Male,22.57,7.2,8.63,7.0,57.0,139.0,171.0,7.89377647124035,9.0,6.0,3.0
7935.0,38.0,Female,20.12,3.91,7.79,3.0,1.0,37.0,39.0,11.286193953098838,7.0,8.0,5.0
7353.0,52.0,Other,22.03,2.76,4.72,1.0,62.0,213.0,122.0,5.534382926581677,2.0,10.0,1.0
7074.0,24.0,Other,20.93,2.17,5.24,2.0,52.0,187.0,42.0,10.42932169130653,4.0,8.0,4.0
6782.0,30.0,Male,23.73,8.53,8.8,8.0,5.0,119.0,71.0,10.546298220558572,1.0,10.0,2.0
4411.0,51.0,Other,21.27,5.87,8.6,5.0,65.0,296.0,33.0,4.760023936987199,6.0,2.0,2.0
7335.0,20.0,Other,22.42,6.1,7.68,2.0,71.0,102.0,124.0,4.779207274986159,3.0,2.0,1.0
6930.0,50.0,Male,23.0,4.1,5.1,4.0,80.0,292.0,37.0,10.331934886685907,10.0,4.0,4.0
8313.0,28.0,Female,20.28,3.01,6.73,5.0,66.0,82.0,122.0,7.146542815627291,5.0,1.0,2.0
2918.0,58.0,Other,23.43,8.17,8.73,3.0,84.0,62.0,99.0,9.544318811386102,7.0,2.0,1.0
1327.0,25.0,Female,21.35,5.56,8.21,7.0,0.0,219.0,90.0,7.231640347896843,8.0,3.0,8.0
4096.0,30.0,Male,23.12,7.45,8.33,8.0,0.0,110.0,46.0,10.654006917985408,4.0,6.0,10.0
6584.0,55.0,Female,23.2,6.65,7.45,8.0,16.0,184.0,30.0,9.257168925441285,2.0,1.0,8.0
,35.0,Other,23.52,5.87,6.35,5.0,66.0,119.0,141.0,4.011719944553522,7.0,5.0,4.0
2962.0,59.0,Female,20.98,1.93,4.94,9.0,57.0,1.0,77.0,11.52434745433508,8.0,4.0,8.0
4065.0,32.0,Male,23.37,8.1,8.73,10.0,79.0,259.0,7.0,5.561215748599352,4.0,4.0,10.0
9865.0,33.0,Other,22.72,7.71,8.99,3.0,25.0,197.0,96.0,4.749683840342022,8.0,9.0,1.0
2233.0,57.0,Female,21.65,6.71,9.06,6.0,21.0,154.0,81.0,4.93025057248949,9.0,4.0,5.0
9485.0,37.0,Female,23.92,7.28,7.37,5.0,40.0,94.0,28.0,4.879279517933965,8.0,8.0,10.0
7852.0,21.0,Female,21.33,4.5,7.17,3.0,85.0,228.0,82.0,9.520717913613623,8.0,4.0,7.0
8033.0,31.0,Male,23.95,6.23,6.28,9.0,62.0,105.0,16.0,6.759336570511823,10.0,7.0,3.0
2807.0,38.0,Male,20.42,2.06,5.65,4.0,83.0,196.0,8.0,11.566154365429576,8.0,2.0,7.0
9406.0,56.0,Male,21.9,6.59,8.69,10.0,25.0,273.0,127.0,8.93159717720259,10.0,1.0,7.0
3220.0,51.0,Female,22.53,4.59,6.05,8.0,22.0,145.0,13.0,4.7614847393488695,4.0,5.0,5.0
1522.0,19.0,Other,23.28,3.97,4.69,3.0,31.0,35.0,148.0,4.191091252178143,2.0,10.0,6.0
9493.0,30.0,Female,23.22,6.75,7.54,7.0,62.0,145.0,60.0,4.075866840547001,4.0,1.0,7.0
7124.0,55.0,Female,23.87,9.12,9.25,2.0,26.0,86.0,144.0,7.592458914755091,7.0,2.0,5.0
9422.0,19.0,Female,23.45,7.05,7.6,1.0,23.0,292.0,28.0,4.053924508712537,2.0,3.0,10.0
6562.0,59.0,Male,23.68,8.61,8.93,2.0,37.0,222.0,171.0,8.064307942840191,1.0,7.0,7.0
3377.0,45.0,Other,23.47,8.95,9.48,3.0,14.0,187.0,25.0,8.918168105172871,7.0,6.0,3.0
6167.0,35.0,Other,21.53,4.75,7.21,10.0,87.0,216.0,175.0,9.985662573822996,2.0,6.0,1.0
7313.0,19.0,Other,21.77,2.61,4.85,2.0,54.0,33.0,147.0,8.35181006367873,6.0,10.0,10.0
4008.0,42.0,Male,22.17,4.0,5.83,7.0,0.0,288.0,69.0,9.588488201081976,6.0,10.0,3.0
4472.0,55.0,Other,21.28,4.46,7.17,7.0,61.0,166.0,169.0,6.7951294161843245,4.0,6.0,10.0
9376.0,43.0,Male,23.02,4.04,5.02,5.0,53.0,70.0,43.0,11.077607756757647,9.0,4.0,9.0
8453.0,42.0,Male,23.85,6.46,6.61,10.0,10.0,279.0,87.0,8.920458107780476,10.0,7.0,4.0
1189.0,51.0,Female,22.32,6.51,8.2,6.0,79.0,258.0,0.0,5.88384636520612,3.0,6.0,3.0
2960.0,26.0,Female,22.55,3.23,4.68,9.0,12.0,251.0,178.0,7.818938830772735,5.0,3.0,9.0
4328.0,18.0,Other,21.17,4.16,7.0,1.0,87.0,223.0,73.0,11.39308702611486,10.0,1.0,3.0
6925.0,47.0,Other,23.47,6.87,7.4,6.0,63.0,35.0,170.0,11.548272171821925,2.0,4.0,6.0
3200.0,35.0,Male,23.23,3.83,4.6,10.0,60.0,117.0,78.0,4.915858707743124,8.0,4.0,8.0
,22.0,Female,22.78,4.37,5.58,4.0,80.0,274.0,153.0,6.525830181285178,4.0,5.0,3.0
6326.0,29.0,Female,20.57,1.59,5.02,9.0,36.0,262.0,109.0,8.458302296376425,1.0,6.0,5.0
,44.0,Female,22.63,5.64,7.01,5.0,50.0,280.0,52.0,9.089599541645327,3.0,7.0,10.0
5067.0,30.0,Male,23.9,5.25,5.35,6.0,69.0,282.0,9.0,10.71375208362347,10.0,3.0,3.0
8059.0,35.0,Female,20.18,5.27,9.09,6.0,81.0,9.0,23.0,7.37545813250764,4.0,10.0,5.0
9122.0,33.0,Male,21.3,5.43,8.13,8.0,52.0,262.0,9.0,4.483618125183077,10.0,4.0,6.0
,21.0,Male,21.88,6.36,8.47,4.0,82.0,206.0,114.0,4.41383927239337,4.0,4.0,6.0
2940.0,42.0,Male,23.07,5.93,6.86,2.0,84.0,250.0,48.0,5.998674416126504,7.0,2.0,5.0
1624.0,52.0,Male,23.97,5.96,5.99,3.0,20.0,103.0,64.0,10.447823296292023,7.0,1.0,5.0
,52.0,Other,21.57,3.65,6.08,6.0,42.0,27.0,145.0,7.605869793328403,6.0,2.0,1.0
9438.0,23.0,Other,23.17,4.79,5.62,3.0,84.0,233.0,134.0,9.400085541446677,4.0,1.0,10.0
4286.0,55.0,Female,20.43,3.96,7.52,7.0,44.0,273.0,31.0,8.62649485429425,9.0,4.0,10.0
2691.0,23.0,Female,23.88,9.05,9.17,2.0,30.0,258.0,12.0,6.61008956373653,9.0,1.0,5.0
8400.0,29.0,Female,21.57,2.91,5.34,7.0,67.0,253.0,58.0,11.489561837001752,10.0,7.0,9.0
3293.0,41.0,Male,23.12,7.09,7.97,10.0,16.0,34.0,158.0,5.486563004152682,9.0,8.0,8.0
9461.0,34.0,Male,21.63,6.88,9.25,1.0,0.0,96.0,63.0,7.57791446906599,5.0,6.0,7.0
9087.0,54.0,Male,21.38,2.5,5.12,3.0,86.0,261.0,146.0,7.950652722562144,1.0,7.0,5.0
1869.0,21.0,Female,23.28,6.18,6.89,8.0,30.0,155.0,119.0,7.636628593499637,5.0,3.0,4.0
8948.0,20.0,Other,23.32,7.92,8.61,7.0,31.0,41.0,165.0,8.721774470456072,8.0,6.0,9.0
3205.0,22.0,Other,22.82,7.54,8.72,4.0,59.0,265.0,141.0,4.420547670316395,5.0,5.0,7.0
8039.0,26.0,Female,22.85,5.4,6.55,7.0,14.0,205.0,47.0,10.801971595325256,4.0,3.0,3.0
1324.0,46.0,Other,21.37,4.81,7.44,6.0,63.0,42.0,90.0,7.368921366941038,8.0,1.0,4.0
4490.0,29.0,Male,23.7,6.31,6.61,9.0,29.0,13.0,150.0,6.644481683482191,6.0,3.0,9.0
2393.0,37.0,Other,23.53,4.43,4.9,10.0,20.0,216.0,176.0,4.461823670418657,9.0,8.0,8.0
1507.0,33.0,Other,20.85,5.63,8.78,4.0,77.0,59.0,74.0,4.823385388098182,2.0,2.0,8.0
1760.0,53.0,Female,20.12,2.9,6.78,4.0,20.0,63.0,103.0,10.911008623452505,5.0,5.0,6.0
6018.0,52.0,Male,20.27,2.67,6.4,8.0,41.0,50.0,112.0,5.771416542881381,5.0,8.0,5.0
4171.0,42.0,Male,20.07,2.86,6.8,6.0,46.0,233.0,24.0,7.403074708914091,2.0,4.0,8.0
7703.0,47.0,Other,23.9,8.77,8.87,2.0,73.0,121.0,56.0,8.019202715929694,7.0,1.0,1.0
1409.0,23.0,Male,23.63,7.49,7.86,4.0,61.0,211.0,55.0,7.351608229136167,7.0,1.0,7.0
7700.0,21.0,Female,21.27,5.11,7.84,8.0,30.0,283.0,172.0,5.744397121511602,7.0,3.0,8.0
2462.0,36.0,Female,21.97,3.49,5.52,6.0,30.0,193.0,105.0,8.35161374111884,2.0,7.0,3.0
1120.0,34.0,Other,21.25,4.72,7.47,4.0,64.0,141.0,15.0,10.03793676160432,1.0,8.0,9.0
7086.0,59.0,Other,21.25,1.78,4.53,1.0,21.0,5.0,21.0,7.934875385151488,7.0,1.0,10.0
9358.0,23.0,Female,20.82,4.31,7.49,7.0,79.0,244.0,154.0,11.286251658491503,5.0,9.0,8.0
6568.0,28.0,Male,21.32,3.22,5.9,4.0,46.0,101.0,79.0,7.392142670527516,3.0,7.0,1.0
8807.0,24.0,Female,22.28,6.12,7.84,2.0,59.0,53.0,71.0,9.356801284416838,10.0,1.0,4.0
4151.0,32.0,Other,23.27,8.69,9.42,1.0,12.0,165.0,96.0,6.617698477646616,3.0,5.0,5.0
5293.0,35.0,Female,22.32,6.21,7.9,5.0,39.0,67.0,43.0,4.989381099638867,8.0,9.0,10.0
9499.0,59.0,Other,22.07,3.39,5.32,2.0,1.0,248.0,173.0,9.932861979146232,9.0,5.0,10.0
6074.0,18.0,Male,22.25,3.06,4.81,3.0,69.0,94.0,132.0,8.361839087755111,9.0,7.0,6.0
1504.0,46.0,Female,21.98,7.28,9.3,4.0,83.0,32.0,120.0,9.593184513208136,2.0,5.0,4.0
7465.0,40.0,Other,23.25,6.22,6.97,5.0,11.0,12.0,80.0,10.919555115702682,10.0,10.0,2.0
,23.0,Male,20.98,4.0,7.02,5.0,18.0,174.0,159.0,11.720547371440272,6.0,5.0,2.0
3050.0,23.0,Other,22.07,3.3,5.23,10.0,26.0,23.0,21.0,11.518993062128828,4.0,8.0,7.0
8796.0,45.0,Male,23.4,7.75,8.35,6.0,28.0,105.0,118.0,9.04646614648808,6.0,1.0,8.0
6366.0,18.0,Female,22.42,3.87,5.46,7.0,67.0,203.0,167.0,6.329921149012708,5.0,1.0,7.0
1657.0,39.0,Male,20.78,2.43,5.64,3.0,61.0,263.0,75.0,9.501674021675484,8.0,10.0,5.0
7577.0,39.0,Other,21.17,3.39,6.23,4.0,17.0,121.0,155.0,5.310072982776344,6.0,8.0,3.0
5934.0,46.0,Female,20.03,2.99,6.96,8.0,83.0,180.0,179.0,11.392517416264532,7.0,4.0,8.0
,50.0,Male,20.93,4.91,7.98,7.0,58.0,32.0,40.0,4.605735176866318,7.0,9.0,9.0
3404.0,46.0,Female,21.82,6.72,8.91,1.0,73.0,123.0,155.0,5.928295340993543,7.0,10.0,6.0
6645.0,55.0,Female,20.97,2.25,5.28,10.0,73.0,138.0,10.0,10.797481088984016,9.0,1.0,6.0
2688.0,40.0,Other,20.25,1.07,4.82,8.0,5.0,191.0,90.0,5.430092674912085,4.0,4.0,8.0
7471.0,52.0,Female,20.45,1.55,5.1,9.0,0.0,253.0,154.0,11.777177463178775,9.0,8.0,5.0
9684.0,41.0,Female,22.92,6.69,7.77,8.0,51.0,124.0,5.0,5.01665289818632,4.0,9.0,10.0
6473.0,35.0,Male,20.98,5.84,8.86,5.0,57.0,119.0,155.0,8.840013724682603,8.0,2.0,10.0
1000.0,30.0,Male,21.98,4.01,6.03,4.0,61.0,12.0,164.0,7.536309295591248,2.0,2.0,5.0
3139.0,36.0,Male,20.97,6.14,9.17,8.0,7.0,296.0,117.0,6.489161522811711,8.0,7.0,10.0
1354.0,20.0,Male,20.75,4.83,8.08,2.0,75.0,100.0,157.0,10.898407914785167,7.0,9.0,4.0
6974.0,35.0,Female,23.77,9.12,9.35,8.0,64.0,202.0,160.0,10.062489276405836,2.0,1.0,10.0
5300.0,44.0,Male,23.02,6.06,7.05,6.0,39.0,142.0,94.0,8.774423618240665,1.0,3.0,3.0
2675.0,31.0,Female,21.63,6.71,9.08,1.0,11.0,125.0,33.0,8.880872274344545,2.0,2.0,5.0
4820.0,33.0,Female,23.78,7.94,8.16,4.0,51.0,251.0,76.0,7.47066532148778,6.0,9.0,10.0
3086.0,40.0,Male,23.53,8.85,9.32,4.0,56.0,71.0,56.0,6.827273793858474,6.0,9.0,4.0
5066.0,25.0,Female,23.35,6.9,7.55,9.0,39.0,231.0,16.0,9.655890627221131,7.0,1.0,9.0
8142.0,35.0,Female,22.6,6.98,8.38,10.0,79.0,155.0,97.0,7.965860861776447,7.0,3.0,4.0
9701.0,19.0,Male,21.13,6.36,9.23,3.0,41.0,222.0,34.0,8.863918862669088,7.0,7.0,9.0
6794.0,25.0,Male,20.33,1.49,5.16,8.0,45.0,200.0,98.0,11.529443359271236,1.0,3.0,10.0
5732.0,41.0,Female,20.8,4.73,7.93,9.0,83.0,107.0,23.0,6.198429644555103,4.0,7.0,7.0
8635.0,33.0,Female,20.42,5.91,9.49,1.0,68.0,254.0,170.0,11.375968761325232,10.0,4.0,2.0
,44.0,Male,21.57,3.75,6.18,2.0,37.0,261.0,125.0,8.576129131874378,9.0,5.0,9.0
6445.0,50.0,Male,20.1,4.61,8.51,6.0,44.0,292.0,148.0,8.72478235123815,6.0,8.0,5.0
4481.0,27.0,Male,20.58,2.74,6.16,6.0,24.0,236.0,64.0,5.368972978036974,2.0,8.0,2.0
9964.0,47.0,Male,23.37,4.76,5.39,6.0,81.0,93.0,28.0,6.893131564936917,7.0,3.0,6.0
8549.0,31.0,Male,23.4,5.64,6.24,2.0,11.0,23.0,170.0,5.112302785947201,1.0,3.0,3.0
6503.0,26.0,Female,20.97,2.65,5.68,5.0,88.0,265.0,146.0,6.7317690596402295,9.0,2.0,9.0
1123.0,33.0,Female,21.63,3.75,6.12,4.0,54.0,39.0,90.0,5.618905555705518,8.0,10.0,8.0
9648.0,52.0,Other,21.58,2.28,4.7,1.0,62.0,4.0,77.0,8.807325919879027,1.0,10.0,6.0
9017.0,52.0,Other,20.27,2.89,6.62,6.0,10.0,283.0,38.0,7.252712567007273,3.0,9.0,10.0
4571.0,21.0,Female,21.3,3.11,5.81,9.0,40.0,59.0,111.0,9.883765598675394,8.0,10.0,7.0
7593.0,28.0,Female,23.33,6.61,7.27,8.0,42.0,22.0,20.0,5.969299680256536,3.0,10.0,10.0
3081.0,18.0,Female,23.25,5.64,6.39,8.0,13.0,89.0,166.0,8.326139505890072,9.0,8.0,4.0
5071.0,35.0,Other,20.02,0.61,4.59,8.0,35.0,190.0,74.0,7.38921075562235,6.0,10.0,10.0
9934.0,54.0,Other,21.13,2.58,5.45,6.0,44.0,224.0,15.0,9.589120305144316,1.0,6.0,2.0
9556.0,25.0,Male,20.2,5.17,8.97,9.0,33.0,99.0,113.0,7.26489561649386,10.0,7.0,5.0
1087.0,34.0,Male,21.48,3.93,6.45,6.0,7.0,186.0,29.0,6.027478393010131,2.0,5.0,9.0
5925.0,46.0,Other,21.42,5.13,7.72,9.0,41.0,48.0,17.0,8.38929596609244,9.0,8.0,6.0
6361.0,22.0,Other,22.55,7.09,8.54,9.0,45.0,240.0,51.0,9.96356623464067,6.0,5.0,5.0
4161.0,30.0,Male,23.42,4.83,5.41,8.0,60.0,254.0,44.0,11.963731707972196,6.0,9.0,9.0
1882.0,52.0,Female,22.62,6.08,7.46,5.0,77.0,290.0,156.0,8.561208896013472,9.0,6.0,10.0
4289.0,38.0,Male,22.75,3.26,4.51,10.0,6.0,129.0,25.0,8.057997658686622,5.0,8.0,10.0
3397.0,36.0,Other,23.95,5.66,5.71,10.0,22.0,139.0,8.0,5.195342215290166,2.0,4.0,1.0
9230.0,48.0,Other,23.23,6.87,7.64,5.0,57.0,104.0,62.0,8.557412692597609,5.0,1.0,6.0
8609.0,23.0,Male,21.72,3.67,5.96,7.0,57.0,136.0,22.0,11.61435686542663,4.0,7.0,8.0
1506.0,53.0,Female,20.1,1.59,5.49,3.0,11.0,47.0,160.0,8.605047120733738,6.0,9.0,5.0
3641.0,51.0,Male,20.73,2.68,5.95,4.0,72.0,135.0,93.0,5.092306218701621,4.0,2.0,2.0
3113.0,59.0,Female,23.03,7.18,8.15,2.0,27.0,158.0,144.0,10.630894571744443,7.0,9.0,9.0
3735.0,57.0,Other,23.08,4.05,4.97,2.0,15.0,57.0,116.0,8.718039374242164,5.0,8.0,2.0
8468.0,45.0,Male,23.18,7.97,8.79,8.0,11.0,189.0,39.0,5.68452852678884,4.0,9.0,5.0
2198.0,26.0,Male,22.97,6.21,7.24,9.0,49.0,150.0,11.0,9.332528754277863,3.0,6.0,8.0
7178.0,25.0,Other,23.82,6.15,6.34,5.0,66.0,101.0,26.0,10.985635518181477,9.0,10.0,1.0
9066.0,46.0,Female,21.53,4.64,7.11,7.0,57.0,116.0,0.0,5.813144222492817,7.0,8.0,3.0
4858.0,33.0,Other,20.35,2.74,6.39,5.0,4.0,279.0,128.0,8.353364212920216,5.0,3.0,7.0
5858.0,23.0,Female,23.12,5.81,6.7,8.0,9.0,66.0,140.0,7.8430705977725665,4.0,6.0,6.0
5372.0,46.0,Male,21.38,6.57,9.18,10.0,19.0,60.0,123.0,9.804720399302765,1.0,9.0,5.0
1031.0,37.0,Male,22.73,6.32,7.58,9.0,44.0,271.0,19.0,8.027214132401209,4.0,7.0,4.0
4562.0,30.0,Male,21.6,3.26,5.66,6.0,78.0,182.0,97.0,5.217466505572571,4.0,2.0,10.0
5783.0,58.0,Other,21.8,5.88,8.08,9.0,39.0,45.0,57.0,9.303297462192717,5.0,9.0,9.0
7834.0,33.0,Other,22.37,7.08,8.71,5.0,51.0,194.0,123.0,9.939426429824485,6.0,6.0,2.0
3175.0,48.0,Male,22.95,4.15,5.2,10.0,52.0,84.0,1.0,4.077448682237196,3.0,5.0,9.0
6144.0,52.0,Male,23.37,7.62,8.25,1.0,79.0,277.0,141.0,11.312513156259651,7.0,5.0,3.0
4066.0,29.0,Female,20.58,5.82,9.23,7.0,32.0,47.0,32.0,8.607778007761311,5.0,10.0,5.0
7772.0,59.0,Other,23.1,7.03,7.93,10.0,49.0,147.0,27.0,7.338954255663734,8.0,9.0,7.0
3414.0,26.0,Female,21.7,4.45,6.75,2.0,57.0,187.0,147.0,6.7413898177365805,2.0,10.0,9.0
3813.0,48.0,Female,21.02,3.48,6.46,10.0,87.0,252.0,172.0,11.71150431548832,2.0,9.0,4.0
8442.0,49.0,Female,20.48,4.48,8.0,1.0,49.0,110.0,95.0,5.008488334699182,6.0,6.0,3.0
4261.0,45.0,Other,21.22,5.35,8.13,6.0,35.0,187.0,140.0,4.297476093866082,4.0,1.0,5.0
1322.0,46.0,Female,20.75,1.96,5.21,4.0,56.0,237.0,37.0,6.254876862228215,10.0,2.0,1.0
4096.0,22.0,Female,23.15,7.99,8.84,3.0,66.0,209.0,118.0,4.168192694983335,7.0,1.0,1.0
9809.0,46.0,Male,23.07,4.79,5.73,9.0,27.0,277.0,84.0,7.7530264934183,3.0,3.0,10.0
6163.0,43.0,Male,23.72,5.49,5.78,4.0,22.0,103.0,87.0,4.699215087143618,3.0,2.0,6.0
8065.0,31.0,Other,21.18,3.19,6.0,9.0,6.0,38.0,114.0,9.167202199532843,7.0,9.0,6.0
9268.0,25.0,Male,21.23,4.84,7.61,1.0,18.0,285.0,8.0,6.968460236618483,10.0,1.0,3.0
2914.0,35.0,Male,20.1,4.09,7.99,1.0,12.0,268.0,41.0,10.792012408602556,5.0,10.0,5.0
1111.0,32.0,Other,21.8,4.4,6.6,1.0,18.0,131.0,81.0,6.075477807562301,8.0,7.0,10.0
2107.0,40.0,Male,22.15,3.17,5.02,4.0,79.0,49.0,147.0,8.026213759090105,5.0,10.0,10.0
6958.0,38.0,Other,23.52,7.23,7.71,7.0,83.0,211.0,31.0,8.095016868362535,8.0,1.0,10.0
8897.0,51.0,Female,23.07,6.94,7.87,2.0,49.0,23.0,173.0,11.265380650694294,2.0,6.0,10.0
5830.0,30.0,Male,22.63,6.12,7.49,4.0,62.0,9.0,153.0,7.409317263294546,6.0,2.0,4.0
2761.0,25.0,Other,23.2,7.63,8.43,1.0,65.0,102.0,154.0,5.720103770676,3.0,4.0,3.0
9201.0,44.0,Male,22.0,6.72,8.72,3.0,7.0,225.0,126.0,7.836923789870992,2.0,4.0,1.0
1639.0,54.0,Female,22.18,5.65,7.47,8.0,42.0,177.0,97.0,6.761890462454032,8.0,5.0,5.0
5671.0,29.0,Male,23.65,6.88,7.23,1.0,12.0,180.0,169.0,6.9493710680105725,2.0,3.0,1.0
3038.0,55.0,Other,23.47,6.86,7.4,3.0,89.0,147.0,109.0,6.937084466429706,6.0,7.0,5.0
8963.0,56.0,Male,23.93,5.16,5.23,8.0,84.0,79.0,150.0,5.685445296032365,5.0,4.0,3.0
,56.0,Other,22.23,3.17,4.94,9.0,54.0,129.0,75.0,5.918586548600273,7.0,5.0,7.0
7105.0,47.0,Other,23.7,6.45,6.75,10.0,7.0,229.0,19.0,6.405057476835736,3.0,4.0,2.0
3414.0,52.0,Male,22.75,5.58,6.83,4.0,52.0,158.0,95.0,6.159347991302613,4.0,6.0,3.0
8817.0,47.0,Female,23.08,7.99,8.91,4.0,11.0,84.0,48.0,4.0761598310094485,3.0,5.0,10.0
3566.0,28.0,Male,22.85,5.52,6.67,5.0,29.0,10.0,152.0,11.786832902343916,9.0,3.0,7.0
8655.0,30.0,Other,20.5,2.2,5.7,3.0,15.0,177.0,13.0,9.108044207162145,7.0,3.0,6.0
7815.0,46.0,Other,23.65,6.67,7.02,6.0,37.0,259.0,173.0,7.784380035692364,10.0,6.0,6.0
4476.0,59.0,Other,22.55,4.62,6.07,2.0,89.0,138.0,176.0,7.708613017909376,9.0,2.0,9.0
6111.0,57.0,Other,20.1,4.15,8.05,6.0,65.0,170.0,132.0,7.336882731724872,10.0,3.0,3.0
6440.0,41.0,Male,22.48,4.08,5.6,6.0,50.0,253.0,106.0,8.556501925319331,2.0,3.0,4.0
7389.0,27.0,Male,20.9,3.67,6.77,6.0,57.0,184.0,130.0,7.916317482018426,6.0,2.0,9.0
7495.0,30.0,Female,23.87,9.35,9.48,7.0,60.0,134.0,171.0,7.020368436873018,7.0,10.0,10.0
5449.0,22.0,Female,20.45,1.63,5.18,2.0,18.0,168.0,13.0,6.183677509251285,10.0,8.0,8.0
6754.0,55.0,Other,23.72,5.48,5.76,9.0,17.0,48.0,153.0,7.44196797230997,6.0,1.0,4.0
6386.0,57.0,Female,20.92,5.96,9.05,7.0,63.0,140.0,21.0,7.622180566090361,1.0,1.0,1.0
1758.0,42.0,Female,20.53,1.84,5.3,6.0,56.0,97.0,61.0,7.077552584372548,7.0,3.0,2.0
7351.0,20.0,Male,20.85,5.63,8.78,10.0,29.0,26.0,131.0,10.608697276512228,2.0,6.0,10.0
6064.0,40.0,Other,23.7,4.83,5.13,9.0,63.0,187.0,152.0,6.612901442094354,3.0,6.0,6.0
3143.0,40.0,Male,23.03,4.6,5.56,7.0,73.0,82.0,23.0,5.26263217959312,1.0,8.0,10.0
3591.0,25.0,Female,20.5,1.94,5.44,7.0,8.0,155.0,61.0,11.66807302842787,3.0,7.0,8.0
7334.0,36.0,Male,23.42,6.05,6.64,2.0,34.0,76.0,102.0,11.937492828632331,3.0,1.0,2.0
9936.0,18.0,Other,20.23,2.61,6.38,10.0,48.0,168.0,158.0,6.564084265054409,10.0,9.0,3.0
7064.0,56.0,Other,21.0,1.73,4.73,6.0,51.0,3.0,0.0,9.849096995204956,2.0,3.0,1.0
5864.0,47.0,Male,22.62,6.97,8.35,6.0,68.0,245.0,57.0,11.91389462218167,5.0,2.0,4.0
6405.0,51.0,Female,20.35,0.89,4.54,6.0,55.0,254.0,155.0,10.32160659230848,2.0,4.0,1.0
9207.0,56.0,Other,23.93,7.01,7.08,7.0,72.0,244.0,89.0,4.344804275666649,6.0,10.0,9.0
